"uniqueid","date","variable","parameter","unit","level","leaf.area.missing","tree","HHMMSS","Obs","YYYYMMDD","DOY","EBal.","Area","StmRat","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","n","FTime","CsMchSD","HsMchSD","CrMchSD","HrMchSD","BLC_1","fda","Photo","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","CTleaf","SVTleaf","h2o_i","h2odiff","CTair","SVTair","CndTotal","vp_kPa","VpdA","BLCond","Cond","CndCO2","Ci","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","Trmmol","VpdL","Site","Date","Time","Initials","Taxon","Notes","Plot","DatePhoto","Tag","TimeStart","index","DateSampled","DateMeasured","Treatment","Chamber","curveID","Campaign","chamber_leaf_area"
"rartr1",NA,"Coolers:","Tblock","C",30,FALSE,NA,"10:12:12",85.5,NA,NA,0,6,1,29.144,27.135,30.13,399.971,395.216,18.6001,19.9132,33.6,35.971,499.9,1501,181,73.26,-3.66,0.17,1,-0.22,2.74,1,0,0.16,111115,15,2562.75,NA,NA,NA,NA,1.42,4.15402416612159,17.5528198564104,0.00556547557943508,300.285,302.294,240.16,0.217348782947917,27.135,3.6076376217561,49.2443027812735,29.3311027812735,28.1395,3.82581052038254,0.18318592057972,1.458841032,2.36696948838254,2.84,0.195816593921567,0.115562725737375,228.306490567104,16.725733498946,0.577675083550343,42.2837309199815,386.872229997833,0.0191844404228515,5.56547557943508,2.1487965897561,"Road","2015-06-24",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 08:27:00",NA,NA,NA,NA,NA,311,"RMBL_2015",1.203411391
"rartr2",NA,"Coolers:","Tblock","C",38,FALSE,NA,"11:34:48",85.5,NA,NA,0,6,1,36.5,33.301,38.13,398.761,391.835,27.6901,30.1878,33.053,36.034,499.85,1501,257,73.23,-3.43,0.111,1,-0.22,2.74,1,0,0.16,111115,15,3235.85,NA,NA,NA,NA,1.42,4.79679602239329,28.3819411117235,0.0123538935265669,306.451,309.65,240.16,-3.09578771396182,33.301,5.13818300981031,70.1650008167461,39.9772008167461,34.9005,5.61732345403913,0.293517915873359,2.210652594,3.40667086003913,2.84,0.327350025128622,0.186215255350655,219.151812662459,16.0484872412719,0.559296873059732,46.2137641466515,378.343584330695,0.0346678639336736,12.3538935265669,2.92753041581031,"Road","2015-06-24",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 09:36:00",NA,NA,NA,NA,NA,312,"RMBL_2015",1.04204973
"063016-stm-lup1",NA,"Coolers:","Tblock","C",35,FALSE,NA,"14:54:20",130.5,NA,NA,0,6,1,33.292,30.083,35.015,400.411,394.79,14.984,16.663,21.315,23.705,499.92,1700,7.8,73.06,2.78,-0.129,1,-0.22,2.74,1,0,0.16,111115,15,3358.3,NA,NA,NA,NA,1.42,1.49497607655502,7.39551895701201,0.0025525981603808,303.233,306.442,272,2.33642316842684,30.083,4.28080375879791,58.5929887598947,41.9299887598947,31.6875,4.69127066059302,0.0585870398787619,1.21739878,3.47387188059302,2.84,0.0598211469928268,0.0367258122718485,173.661638055818,12.687719276358,0.439883560178694,27.1745410532013,391.274524439448,0.00513631710352745,2.5525981603808,3.06340497879791,"Road","2016-06-29",NA,NA,"Lupinus","ok; plant was wilted, but had high photosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"RMBL_2016",3.344
"062416-stm-shrub2",NA,"Coolers:","Tblock","C",45,FALSE,NA,"18:43:20",142.5,NA,NA,0,6,1,41.571,34.751,44.047,400.721,388.575,10.3573,16.2899,9.371,14.739,299.99,1701,6,72.913,-1.55,-0.0773,1,-0.22,2.74,1,0,0.16,111115,15,3693.25,NA,NA,NA,NA,1.42,0.711045271391325,6.97006414294955,0.00428820127962404,307.901,314.721,272.16,2.00695828885909,34.751,5.57095307235717,76.4054847158943,60.1155847158943,38.161,6.71558327327532,0.0680265897092555,1.187745478,5.52783779527532,2.84,0.0696960269546652,0.0426635201869486,195.83487948271,14.2789089547212,0.503982190486258,19.4726979589371,385.261765284161,0.00352300350621475,4.28820127962404,4.38320759435717,"CBT","2016-06-25",NA,NA,"CBT shrub","ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"RMBL_2016",4.219
"062916-stm-bro3",NA,"Coolers:","Tblock","C",40,FALSE,NA,"16:09:23",151.5,NA,NA,0,6,1,38.16,33.14,40.09,400.622,394.671,18.9039,21.2481,20.597,23.151,200.11,1700,6,73.18,4.19,-0.153,1,-0.22,2.74,1,0,0.16,111115,33,12478.85,NA,NA,NA,NA,1.42,0.864779602420052,4.32884653143714,0.00207122539210665,306.29,311.31,272,2.86238370675544,33.14,5.09199279003796,69.5817544416228,48.3336544416228,35.65,5.85489395178889,0.0409072879967437,1.554935958,4.29995799378889,2.84,0.0415051557721471,0.0256201057581674,201.601249837122,14.7531794630806,0.510808284509078,28.2804014546458,392.613273655831,0.00311814027604515,2.07122539210665,3.53705683203796,"CBT","2016-06-29",NA,NA,"Bromus","bad; this curve required about 40 minutes warm-up at embient conditions to stabilize A, Gs, delta CO2 < -10.  This leaf did weird things (increase then decrease A) and took WAY LONGER than most leaves. also was on edge of turf (root damage/dessicaiton?).  seemed to take about 20 minutes to adjust to new temperature",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"RMBL_2016",2.314
"rpoga3",NA,"Coolers:","Tblock","C",36,FALSE,NA,"16:12:59",100.5,NA,NA,0,6,1,34.527,31.959,35.97,400.548,388.462,22.1091,26.423,29.432,35.176,499.88,1499,12,73.25,1.14,0.148,1,-0.22,2.74,1,0,0.16,111115,15,2117.65,NA,NA,NA,NA,1.42,1.47425590433215,15.2802678211462,0.0065323981826948,305.109,307.677,239.84,-0.192529812545097,31.959,4.76401410230342,65.0377351850297,38.6147351850297,33.243,5.12149851982824,0.161432555515141,1.93548475,3.18601376982824,2.84,0.171161821041323,0.101726566034596,218.756304570337,16.0238993097772,0.563134395999213,41.3185718775165,381.198492408962,0.0165624720040691,6.5323981826948,2.82852935230343,"Road","2015-06-26",NA,NA,"Potentilla gracilis",NA,NA,NA,NA,"1899-12-31 02:33:00",NA,NA,NA,NA,NA,321,"RMBL_2015",3.390727475
"as6",NA,"Coolers:","Tblock","C",28,FALSE,NA,"14:04:51",25.5,NA,NA,0,6,1,28.701,30.233,27.94,399.693,398.12,17.8944,18.3371,34.431,35.284,499.8,1500,250.7,76.05,0.956,0.387,1,-0.22,2.74,1,0,0.16,111115,15,921.25,NA,NA,NA,NA,1.42,9.32333767071865,12.9917044791323,0.00420454121179589,303.383,301.851,240,0.426770940806136,30.233,4.3178028876869,56.7758433620894,38.4387433620894,29.467,4.1317429958104,0.105276586560244,1.394536455,2.7372065408104,2.84,0.109331241928828,0.0661505171418066,183.438821136084,13.9505223473992,0.460758400115108,32.2630797595353,391.944365828581,0.0106970270087839,4.20454121179589,2.9232664326869,"Almont","2015-06-22",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 12:45:00",NA,NA,NA,NA,NA,168,"RMBL_2015",0.536074116
"062316-stm-vaoc4",NA,"Coolers:","Tblock","C",45,FALSE,NA,"10:18:18",145.5,NA,NA,0,6,1,41.95,34.001,44.98,400.234,375.114,12.663,26.0182,11.28,23.175,300.9,1700,7,73.24,-3.95,-0.494,1,-0.22,2.74,1,0,0.16,111115,15,3742.25,NA,NA,NA,NA,1.42,0.5015,10.0181905877926,0.00687654830976609,307.151,315.1,272,0.841442375592211,34.001,5.3433086022828,72.9561524069198,46.9379524069198,37.9755,6.64844470755931,0.139253185180086,1.905572968,4.74287173955931,2.84,0.14643324763434,0.0876510485897087,236.813627541542,17.3442300811425,0.631311089624238,35.6320470722609,370.351831938901,0.00963865812191848,6.87654830976609,3.4377356342828,"CBT","2016-06-23",NA,NA,"Valerium","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"RMBL_2016",6
"as3",NA,"Coolers:","Tblock","C",34,FALSE,NA,"00:53:03",70.5,21060206,1,0,6,1,33.48,31.766,34.04,400.596,398.44,25.1701,26.1856,37.019,38.515,499.97,1500,0,76.33,1.83,0.338,0.7,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,9.75127087747543,16.9718107609785,0.0101686933181354,304.916,306.63,240,-2.1985241207336,31.766,4.71220319395161,61.7346154061524,35.5490154061524,32.623,4.94606979023931,0.273473601693336,1.998746848,2.94732294223931,2.84,0.302614911889058,0.173320243185452,280.295569066887,21.3949607868755,0.703475021205104,45.5685056204243,390.372413898831,0.019926427026251,10.1686933181354,2.71345634595161,"Almont","2015-06-18",NA,NA,"Artemisia tridentata","Photosynthesis oscillation a lot",NA,NA,NA,"1899-12-31 09:45:00",NA,NA,NA,NA,NA,165,"RMBL_2015",0.512722912
"062816-stm-shrub4",NA,"Coolers:","Tblock","C",35,FALSE,NA,"17:52:20",115.5,NA,NA,0,6,1,33.69,31.431,35.01,399.674,384.227,19.1569,24.2307,26.7,33.77,300,1699,11.4,73.18,4.08,-0.228,1,-0.22,2.74,1,0,0.16,111115,15,4286.75,NA,NA,NA,NA,1.42,1.17279124315872,15.7729849279523,0.00609827365111588,304.581,306.84,271.84,0.360707078901604,31.431,4.62343723507008,63.1789728760601,38.9482728760601,32.5605,4.92867909121781,0.149730656366465,1.773202626,3.15547646521781,2.84,0.158064125899007,0.0942963130242843,198.125807009347,14.498846556944,0.515647778099928,38.9337713841091,376.72927829129,0.0163008888066185,6.09827365111588,2.85023460907008,"CBT","2016-06-28",NA,NA,"CBT shrub","bad",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"RMBL_2016",2.558
"as7",NA,"Coolers:","Tblock","C",32,FALSE,NA,"14:41:21",25.5,NA,NA,0,6,1,32.628,32.254,32.05,399.608,397.083,23.6322,24.6178,36.354,37.871,499.93,1500,268,76.11,2.08,0.385,1,-0.22,2.74,1,0,0.16,111115,15,850.25,NA,NA,NA,NA,1.42,5.74947268228214,12.2104731772836,0.00580970268037042,305.404,305.778,240,-0.136150586079037,32.254,4.84416368911357,63.6468754317904,39.0290754317904,32.441,4.89557632989377,0.142286411105835,1.873660758,3.02191557189377,2.84,0.149791126167067,0.0895741238312835,240.099130781585,18.2739448437865,0.604656979384383,39.0616219782344,391.278725778404,0.0121898506644075,5.80970268037042,2.97050293111357,"Almont","2015-06-22",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 01:30:00",NA,NA,NA,NA,NA,169,"RMBL_2015",0.86952322
"pdeba3",NA,"Coolers:","Tblock","C",38,FALSE,NA,"11:30:51",100.5,NA,NA,0,6,1,36.11,32.766,38.14,399.429,383.724,25.0408,29.9147,29.314,35.02,499.9,1500,198,70.3,-1.23,0.0575,0.7,-0.22,2.74,1,0,0.16,111115,15,3023.75,NA,NA,NA,NA,1.42,1.15402831396672,15.8991576102128,0.00579806601019479,305.916,309.26,240,0.307542286531255,32.766,4.98606065847968,70.9254716711192,41.0107716711192,34.438,5.47494403839041,0.134250769244422,2.10300341,3.37194062839041,2.84,0.140911872089601,0.0844808002094815,176.308348968975,12.3944769325189,0.459467764255442,41.9859243831253,376.166301840216,0.0177459142443704,5.79806601019479,2.88305724847968,"Pfeiler","2015-06-28",NA,NA,"Delphinium barbeyi",NA,NA,NA,NA,"1899-12-31 09:36:00",NA,NA,NA,NA,NA,302,"RMBL_2015",4.331782799
"062316-stm-vaoc4",NA,"Coolers:","Tblock","C",40,FALSE,NA,"10:12:39",130.5,NA,NA,0,6,1,37.44,30.601,40.1,400.699,375.086,12.4921,23.1981,14.169,26.307,300.97,1700,7,73.24,-4.32,-0.38,1,-0.22,2.74,1,0,0.16,111115,15,3403.9,NA,NA,NA,NA,1.42,0.501616666666667,10.785740084234,0.0054978482065511,303.751,310.59,272,1.35154965674101,30.601,4.40975598516209,60.2096666461236,37.0115666461236,34.0205,5.34912288927169,0.142349268276221,1.699028844,3.65009404527169,2.84,0.149860747043249,0.0896139783215003,235.983280255091,17.2834154458829,0.62914443663869,39.0689207888434,369.958975664185,0.0113901050881498,5.49784820655111,2.71072714116209,"CBT","2016-06-23",NA,NA,"Valerium","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"RMBL_2016",6
"abasa2",NA,"Coolers:","Tblock","C",38,FALSE,NA,"12:38:26",70.5,NA,NA,0,6,1,36.86,33.697,38.11,400.49,380.246,21.7598,28.6096,26.468,34.799,499.89,1499,239,76.11,-1.26,0.174,1,-0.22,2.74,1,0,0.16,111115,15,2355.25,NA,NA,NA,NA,1.42,0.83315,14.6323464240109,0.00587499211008642,306.847,310.01,239.84,0.242803898175209,33.697,5.25336677087591,69.0233447756656,40.4137447756656,35.2785,5.73606887871985,0.138274645740239,2.177476656,3.55859222271985,2.84,0.145351560551414,0.0870307765599086,192.776715875473,14.6722358452823,0.506978924409943,41.4412745320055,373.290483213939,0.0162442712331227,5.87499211008642,3.07589011487591,"Almont","2015-06-22",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 10:55:00",NA,NA,NA,NA,NA,159,"RMBL_2015",6
"rpoga4",NA,"Coolers:","Tblock","C",39,FALSE,NA,"16:52:09",85.5,NA,NA,0,6,1,37.635,34.29,39.093,399.49,386.089,25.6581,31.0404,28.801,34.841,499.91,1500,15,73.25,1.66,0.0519,1,-0.22,2.74,1,0,0.16,111115,15,1930.75,NA,NA,NA,NA,1.42,1.93770712425725,21.8115731695757,0.0107634217184265,307.44,310.785,240,-2.24642245904135,34.29,5.43005070129243,74.1303850005793,43.0899850005793,35.9625,5.95649420445693,0.236654354280022,2.2737093,3.68278490445693,2.84,0.258167228143598,0.149702190055668,218.648821757637,16.0160261937469,0.566317122817638,43.7589445391106,375.720822613054,0.0254032026923231,10.7634217184265,3.15634140129243,"Road","2015-06-26",NA,NA,"Potentilla gracilis",NA,NA,NA,NA,"1899-12-31 03:16:00",NA,NA,NA,NA,NA,322,"RMBL_2015",2.579904846
"rpoga4",NA,"Coolers:","Tblock","C",34,FALSE,NA,"16:46:17",70.5,NA,NA,0,6,1,33.124,30.865,34.02,401.282,385.247,17.6971,24.0993,25.483,34.701,499.89,1499.5,13.4,73.25,1.13,0.151,1,-0.22,2.74,1,0,0.16,111115,15,1578.75,NA,NA,NA,NA,1.42,1.93762960201828,26.1728584725405,0.0127114289896817,304.015,306.274,239.92,-3.44310183550752,30.865,4.47677017888901,61.1163164353448,37.0170164353448,31.9945,4.7735975451099,0.328763344050776,1.765273725,3.0083238201099,2.84,0.371804073309215,0.20895424858137,240.942818625395,17.6490614643102,0.625424584668456,44.0598657525799,372.805676430306,0.0309320938524767,12.7114289896817,2.711496453889,"Road","2015-06-26",NA,NA,"Potentilla gracilis",NA,NA,NA,NA,"1899-12-31 03:16:00",NA,NA,NA,NA,NA,322,"RMBL_2015",2.579904846
"062316-stm-vaoc6",NA,"Coolers:","Tblock","C",40,FALSE,NA,"16:01:49",143.5,NA,NA,0,6,1,38.452,34.029,40.09,399.831,388.807,16.911,23.8782,18.099,25.554,500.77,1699.9,7.9,73.02,-0.751,-0.174,1,-0.22,2.74,1,0,0.16,111115,23,3457.3,NA,NA,NA,NA,1.42,0.834616666666667,6.88461741859322,0.00595718723299031,307.179,311.602,271.984,0.768862771237254,34.029,5.35166325196493,73.2903759513138,49.4121759513138,36.2405,6.04816458471177,0.114705477903241,1.743586164,4.30457842071177,2.84,0.119533530667381,0.0721096041120533,266.26926664855,19.4429818506771,0.684836520574736,31.9996270052764,385.534382565105,0.00571426317199299,5.95718723299031,3.60807708796493,"CBT","2016-06-23",NA,NA,"Valerium","curve not great",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"RMBL_2016",6
"rpoga2",NA,"Coolers:","Tblock","C",40,FALSE,NA,"14:18:45",55.5,NA,NA,0,6,1,38.105,34.379,40.07,399.708,386.404,27.1464,31.8967,29.701,34.9,499.76,1499.3,167,73.26,0.93,0.109,0.97,-0.22,2.74,1,0,0.16,111115,15,1288.75,NA,NA,NA,NA,1.42,0.959810423321564,10.9495079514264,0.00470960915351899,307.529,311.255,239.888,0.932489985489777,34.379,5.45706397752549,74.4889977822208,42.5922977822208,36.242,6.04867726261821,0.104696871071266,2.336752242,3.71192502061821,2.84,0.108704387626715,0.065784168263081,198.99573997339,14.5784279104506,0.514993683226126,41.8354468176834,381.199128262526,0.0120166043857204,4.70960915351899,3.12031173552549,"Road","2015-06-26",NA,NA,"Potentilla gracilis","Restarted with cold H2O.  Machine accidentally shut down and restarted between 20 and 25 °C measurements.",NA,NA,NA,"1899-12-31 12:34:00",NA,NA,NA,NA,NA,320,"RMBL_2015",5.206861562
"rartr1",NA,"Coolers:","Tblock","C",35,FALSE,NA,"10:23:42",100.5,NA,NA,0,6,1,33.63,30.816,35.013,401.411,397.296,23.4889,24.9796,32.885,34.972,499.8,1500,193,73.26,-3.07,0.109,0.7,-0.22,2.74,1,0,0.16,111115,15,3252.25,NA,NA,NA,NA,1.42,4.15319319509416,14.5676491746303,0.00634978020830566,303.966,306.78,240,-0.0645579899383803,30.816,4.46426564211988,60.9372869522233,35.9576869522233,32.223,4.83568654208867,0.169003006925588,1.830005496,3.00568104608867,2.84,0.179696792747755,0.106538268511746,241.521502348906,17.6938652620809,0.607911764505015,42.0127361305548,390.371237188116,0.0156782754640321,6.34978020830566,2.63426014611988,"Road","2015-06-24",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 08:27:00",NA,NA,NA,NA,NA,311,"RMBL_2015",1.203411391
"abasa4",NA,"Coolers:","Tblock","C",43,FALSE,NA,"11:11:44",145.5,NA,NA,0,6,1,40.607,32.47,43.01,399.512,374.86,24.3864,36.7653,24.31,36.649,499.94,1500,62.7,76.33,-2.23,-0.153,0.85,-0.22,2.74,1,0,0.16,111115,15,10616.25,NA,NA,NA,NA,1.42,0.833233333333333,16.5267771710731,0.0107081998115837,305.62,313.757,240,-1.50158991986409,32.47,4.90359202418027,64.2420021509272,27.4767021509272,36.5385,6.14778563896741,0.370037214158226,2.806295349,3.34149028996741,2.84,0.425474411478635,0.235687666579201,289.6431712127,22.1084632586654,0.772670160001284,60.8236205053167,367.003961556004,0.0273899060232391,10.7081998115837,2.09729667518027,"Almont","2015-06-23",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 07:00:00",NA,NA,NA,NA,NA,161,"RMBL_2015",6
"pbvaoc1",NA,"Coolers:","Tblock","C",32,FALSE,NA,"13:12:42",85.5,NA,NA,0,6,1,30.686,32.281,32.067,400.612,378.603,15.7957,22.9038,24.398,35.379,499.9,1500,14,68.45,-1.56,0.113,1,-0.22,2.74,1,0,0.16,111115,15,1996.25,NA,NA,NA,NA,1.42,0.833166666666666,16.0424325581784,0.006061053145396,305.431,303.836,240,-0.547970238630746,32.281,4.85155766326053,70.8773946422284,47.9735946422284,31.4835,4.63725128629547,0.120417243947773,1.56776511,3.06948617629547,2.84,0.125749064720972,0.0757223101617392,145.758226511464,9.97715060470972,0.384989739522342,31.995806427975,370.977195791007,0.0138361756077635,6.061053145396,3.28379255326053,"Painter Boy","2015-07-01",NA,NA,"Valeriana occidentalis","Not yet flowering.",NA,NA,NA,"1899-12-31 11:33:00",NA,NA,NA,NA,NA,294,"RMBL_2015",6
"abasa1",NA,"Coolers:","Tblock","C",43,FALSE,NA,"11:42:21",100.5,NA,NA,0,6,1,40.967,34.798,43,399.887,370.846,27.5481,38.6525,26.872,37.703,499.9,1499.9,221,76.14,-1.59,-0.0629,0.7,-0.22,2.74,1,0,0.16,111115,15,2379.75,NA,NA,NA,NA,1.42,0.833166666666666,20.6270459220291,0.00962379993776184,307.948,314.117,239.984,-1.22035988131462,34.798,5.58549503908518,73.3582222102073,34.7057222102073,37.8825,6.6150049446519,0.261767114410102,2.94300135,3.6720035946519,2.84,0.288344246197649,0.165801256446449,229.028125266639,17.4382014578019,0.617581926465787,54.5026011437528,361.040890142697,0.0311386747040547,9.62379993776184,2.64249368908518,"Almont","2015-06-22",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 09:35:00",NA,NA,NA,NA,NA,158,"RMBL_2015",6
"062416-stm-shrub1",NA,"Coolers:","Tblock","C",40,FALSE,NA,"16:39:46",130.5,NA,NA,0,6,1,38.347,33.949,40.09,399.8,382.667,11.8491,19.0282,12.74,20.458,200.15,1699.8,13,72.93,-1.17,-0.0676,1,-0.22,2.74,1,0,0.16,111115,15,7738.05,NA,NA,NA,NA,1.42,0.699580566235582,10.0267376467423,0.00511977940948889,307.099,311.497,271.968,1.19652644666271,33.949,5.32783566513053,73.0541020859801,54.0259020859801,36.148,6.01752893240468,0.0904028206707348,1.387726626,4.62980230640468,2.84,0.0933751656165535,0.0567614972788951,180.613277864021,13.172126354623,0.471985103735697,24.9452679228876,377.900769076373,0.00661861068596521,5.11977940948888,3.94010903913053,"CBT","2016-06-24",NA,NA,"CBT shrub","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"RMBL_2016",2.861
"as2",NA,"Coolers:","Tblock","C",37,FALSE,NA,"00:25:17",55.5,21060206,1,0,6,1,36.48,34.58,37.04,400.174,397.308,27.0647,28.0158,33.643,34.826,500,1501.7,1999.1,76.18,1.12,0.341,1,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,11.5203815225946,28.5386190374214,0.0112728528687145,307.73,309.63,240.272,-2.7211166257824,34.58,5.51832069035207,72.4379192747711,44.4221192747711,35.53,5.81627853047184,0.241020766275997,2.134243644,3.68203488647184,2.84,0.263372359796013,0.152498400108846,188.514001984502,14.3609966711794,0.47447911570376,40.9121899895061,383.742107147705,0.0304274001766552,11.2728528687145,3.38407704635207,"Almont","2015-06-17",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 12:45:00",NA,NA,NA,NA,NA,164,"RMBL_2015",0.434013404
"as2",NA,"Coolers:","Tblock","C",32,FALSE,NA,"00:19:46",40.5,21060206,1,0,6,1,32.16,31.888,32.04,399.941,397.137,21.3717,22.4674,33.792,35.525,499.92,1499,1986.4,76.2,1.73,0.405,1,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,11.518538261551,27.1705286290307,0.0129109384166998,305.038,305.31,239.84,-3.82780247503611,31.888,4.74489648318957,62.2689827190232,39.8015827190232,32.024,4.78157369654127,0.310639015095701,1.71201588,3.06955781654127,2.84,0.348789712049031,0.197250838924324,238.584461652589,18.1801359779273,0.600760149094604,40.5540276980517,384.221431813665,0.0286796303725557,12.9109384166998,3.03288060318957,"Almont","2015-06-17",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 12:45:00",NA,NA,NA,NA,NA,164,"RMBL_2015",0.434013404
"rvaoc1",NA,"Coolers:","Tblock","C",32,FALSE,NA,"12:05:44",70.5,NA,NA,0,6,1,31.44,32.243,32.079,399.607,377.635,14.9076,22.9107,23.63,36.316,499.86,1500,19,73.32,-1.62,0.0841,1,-0.22,2.74,1,0,0.16,111115,15,3269.25,NA,NA,NA,NA,1.42,0.8331,15.7280013963249,0.006823718467838,305.393,304.59,240,-0.829715607939487,32.243,4.8411540812703,66.0277425159616,43.1170425159616,31.8415,4.732411996222,0.151222665357447,1.679812524,3.052599472222,2.84,0.15972776472082,0.0952431880175841,192.090754586219,14.0840941262616,0.508667643615309,35.2985035430891,370.158661308085,0.014998317078583,6.823718467838,3.1613415572703,"Road","2015-06-25",NA,NA,"Valeriana occidentalis","not yet bolted/flowering. This is the ""ground"" leaf morphology before bolting with flower appearance. Entire chamber area filled.  *Measured right before LICOR went bad*",NA,NA,NA,"1899-12-31 10:06:00",NA,NA,NA,NA,NA,323,"RMBL_2015",6
"rpoga1",NA,"Coolers:","Tblock","C",39,FALSE,NA,"11:04:07",100.5,NA,NA,0,6,1,36.9,33.066,39.11,399.358,379.328,24.3307,31.0754,28.44,36.322,499.93,1500,31,73.3,0.186,-0.0333,1,-0.22,2.74,1,0,0.16,111115,15,2849.25,NA,NA,NA,NA,1.42,1.18595508021379,20.6231563685834,0.00825545287693773,306.216,310.05,240,-0.887153380078131,33.066,5.07087592762658,69.1797534464745,38.1043534464745,34.983,5.64305704011867,0.205794351596524,2.27782682,3.36523022011867,2.84,0.221871879678784,0.129975367295375,202.189506498511,14.8204908263408,0.533020114239227,46.2149926374973,369.524739050145,0.0257925335552227,8.25545287693773,2.79304910762658,"Road","2015-06-26",NA,NA,"Potentilla gracilis",NA,NA,NA,NA,"1899-12-31 09:10:00",NA,NA,NA,NA,NA,319,"RMBL_2015",4.215421042
"as6",NA,"Coolers:","Tblock","C",33,FALSE,NA,"14:06:49",40.5,NA,NA,0,6,1,32.568,31.984,33.03,399.467,398.269,22.8115,23.2415,35.18,35.845,499.89,1499,250.1,76.05,0.99,0.331,0.85,-0.22,2.74,1,0,0.16,111115,15,1038.85,NA,NA,NA,NA,1.42,9.32501654304831,9.53644298414815,0.0041051708436081,305.134,305.718,239.84,0.774044427494812,31.984,4.77076259616088,62.7319210540549,39.4904210540549,32.276,4.85018879438553,0.0994832963834291,1.767516075,3.08267271938553,2.84,0.103095646750045,0.0624918184540802,225.330223752202,17.1363635163549,0.565772001803871,36.5255408729044,393.73583168007,0.00884750963190526,4.1051708436081,3.00324652116088,"Almont","2015-06-22",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 12:45:00",NA,NA,NA,NA,NA,168,"RMBL_2015",0.536074116
"062816-stm-vaoc8",NA,"Coolers:","Tblock","C",40,FALSE,NA,"20:09:14",140.5,NA,NA,0,6,1,38.36,34.487,40.1,400.034,389.992,28.0032,31.6066,30.209,34.095,499.8,1700,5,73.24,4.61,-0.386,1,-0.22,2.74,1,0,0.16,111115,15,3690.25,NA,NA,NA,NA,1.42,0.833,7.15616676821844,0.00309960001771487,307.637,311.51,272,2.16082475683284,34.487,5.48987869413225,74.9573824977096,43.3507824977096,36.4235,6.10917316144589,0.0676907878932517,2.314867384,3.79430577744589,2.84,0.0693435791344717,0.0424521944463843,199.888654428209,14.6398450503221,0.512545712729523,40.3672028812763,386.590301008065,0.00747238329613752,3.09960001771487,3.17501131013225,"CBT","2016-06-28",NA,NA,"Valerium","ok; 4th point has temp ~0.5-1 C lower due to weirdness in temp time series",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"RMBL_2016",6
"as3",NA,"Coolers:","Tblock","C",39,FALSE,NA,"01:02:29",85.5,21060206,1,0,6,1,37.699,33.928,39.026,401.638,398.376,29.7857,30.7725,34.714,35.864,500,1499.4,0,76.32,0.552,0.263,0.76,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,9.75185598883476,27.8552140830151,0.0099286612171002,307.078,310.849,239.904,-1.7553401500751,33.928,5.32158987477493,69.7273306443256,38.9548306443256,35.8135,5.90786092769401,0.242068967914683,2.3485572,3.55930372769401,2.84,0.264624401005102,0.153169837338035,197.228478564196,15.0524774840194,0.495099996390308,46.1906044189699,385.134965136595,0.0334466151995134,9.9286612171002,2.97303267477493,"Almont","2015-06-18",NA,NA,"Artemisia tridentata","Photosynthesis oscillation a lot",NA,NA,NA,"1899-12-31 09:45:00",NA,NA,NA,NA,NA,165,"RMBL_2015",0.512722912
